CONCEPT,kara1474,kara_cv,kara_rlm,botl1242,botl_cv,botl_rlm,akhv1239,akhv_cv,akhv_rlm,ghod1238,ghod_cv,ghod_rlm,andi1255,andi_cv,andi_rlm,cham1309,cham_cv,cham_rlm,tind1238,tind_cv,tind_rlm,bagv1239,bagv_cv,bagv_rlm,bor
раздувание (о пламени)_171451.0,,,,,,,ɡuɡ'uraje,CVCVCVCV,CVCVrVjV,,,,,,,,,,,,,,,,
раздувать (пламя)_171469.0,,,,,,,ɡ'uɡuroːrutɬa,CVCVCVCVCCV,CVCVrVrVCCV,,,,,,,,,,,,,,,,
раздувать_171461.0,,,,,,,,,,,,,pudu,CVCV,CVCV,,,,,,,,,,
раздувать_171467.0,,,,,,,,,,,,,,,,,,,bukaχː'aːjɬʲa,CVCVCVCCV,bVCVCVjCV,,,,
раздуваться_171479.0,,,,,,,,,,,,,punts'unnu,CVCCVCCV,CVnCVnnV,,,,,,,,,,
раздумывать_171488.0,,,,,,,,,,,,,urʁunnu,VCCVCCV,VrCVnnV,,,,,,,,,,
раздумье_171497.0,,,,urʁir,VCCVC,VrCVr,,,,,,,pikru,CVCCV,CVCrV,,,,urʁijar,VCCVCVC,VrCVjVr,urʁidar,VCCVCVC,VrCVCVr,1.0
раздумья_171508.0,,,,urʁatar,VCCVCVC,VrCVCVr,,,,,,,,,,,,,,,,,,,
раздуться_171517.0,,,,tɬ'ud'i,CCVCV,CCVCV,,,,,,,,,,,,,,,,,,,
разжалобить_171525.0,,,,ɡurħ'aj,CVCCVC,CVrCVj,,,,,,,,,,,,,,,,ɡ'urħidajla,CVCCVCVCCV,CVrCVCVjlV,
разжать_171535.0,,,,beʃt'i,CVCCV,bVCCV,,,,,,,,,,,,,,,,,,,
разжеванная пища для кормления младенцев_171544.0,,,,n'ana,CVCV,nVnV,,,,,,,,,,,,,,,,,,,
разжевать_171554.0,,,,,,,,,,,,,,,,tʃ'atʃ'aːna,CCVCCVCV,CCVCCVnV,,,,,,,
разжевывание_171566.0,,,,,,,,,,,,,,,,,,,b'iɬːãr,CVCVC,bVCVr,,,,
разжевывать_171570.0,,,,tʃ'amtʃ'ad'i,CCVCCCVCV,CCVmCCVCV,,,,,,,,,,,,,,,,tʃ''anila,CCVCVCV,CCVnVlV,
разжигание_171584.0,,,,,,,,,,,,,,,,,,,b'iχalar,CVCVCVC,bVCVlVr,,,,
разжигать_171590.0,,,,,,,,,,,,,,,,ʃaluhla,CVCVCCV,CVlVClV,,,,,,,
разжижать_171595.0,,,,,,,ɬːemer'oːrutɬa,CVCVCVCVCCV,CVmVrVrVCCV,,,,,,,,,,,,,,,,
разжижать_171597.0,,,,tant'aj,CVCCVC,CVnCVj,,,,tant'uɬali,CVCCVCVCV,CVnCVCVlV,,,,,,,hun'ahiɬʲa,CVCVCVCV,CVnVCVCV,h'unalhajla,CVCVCCVCCV,CVnVlCVjlV,
разжижать_171599.0,tʃ'alaːɬa,CCVCVCV,CCVlVCV,,,,,,,,,,,,,ʃaluhula,CVCVCVCV,CVlVCVlV,,,,,,,
разжижаться_171604.0,tʃ'al'eɬaɬa,CCVCVCVCV,CCVlVCVCV,,,,ɬːemeɬ'urutɬa,CVCVCVCVCCV,CVmVCVrVCCV,,,,,,,ʃaluɬla,CVCVCCV,CVlVClV,hun'aɬiɬʲa,CVCVCVCV,CVnVCVCV,h'unalhila,CVCVCCVCV,CVnVlCVlV,
разжижаться_171607.0,,,,tant'i,CVCCV,CVnCV,,,,tantuɬ'i,CVCCVCV,CVnCVCV,,,,,,,,,,,,,
разжижение_171613.0,,,,,,,ɬːemeɬe,CVCVCV,CVmVCV,,,,,,,,,,,,,,,,
разжижение_171615.0,,,,,,,,,,,,,,,,,,,,,,h'unalhalar,CVCVCCVCVC,CVnVlCVlVr,
раззява_171628.0,hãsːika,CVCVCV,CVCVCV,,,,,,,,,,,,,,,,,,,,,,
разинуть_171634.0,,,,hamd'aj,CVCCVC,CVmCVj,,,,,,,,,,,,,,,,,,,
разинуться_171643.0,,,,ʒird'i,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,
разить (о запахе)_171649.0,,,,,,,hatɬ'ː'imalaʁoːrutɬa,CVCCVCVCVCVCVCCV,CVCCVmVlVCVrVCCV,,,,,,,,,,,,,,,,
разлагание_171658.0,,,,,,,tɬː'ere,CCVCV,CCVrV,,,,,,,,,,,,,,,,
разлагать_171668.0,,,,,,,,,,,,,turu,CVCV,CVrV,,,,,,,,,,
разлагаться_171676.0,,,,,,,tur'urutɬa,CVCVCVCCV,CVrVrVCCV,,,,,,,,,,,,,,,,
разлагаться_171679.0,,,,ʃanalak'uj,CVCVCVCVC,CVnVlVCVj,,,,,,,,,,,,,,,,,,,
"разлад, раздор_171701.0",,,,,,,,,,,,,,,,,,,raq''atiɬar,CVCVCVCVC,rVCVCVCVr,,,,
разлад_171685.0,,,,,,,buq'e,CVCV,bVCV,,,,,,,,,,,,,,,,
разлад_171688.0,,,,dandabukːitʃ'ir,CVCCVCVCVCCVC,CVnCVbVCVCCVr,,,,,,,,,,,,,bitʃ'itʃ''ar,CVCCVCCVC,bVCCVCCVr,,,,
разладиться_171710.0,,,,,,,,,,,,,,,,,,,raq''atiɬʲa,CVCVCVCV,rVCVCVCV,,,,
разлаживание_171714.0,,,,,,,,,,,,,,,,,,,bitʃ''alar,CVCCVCVC,bVCCVlVr,bitʃ''alar,CVCCVCVC,bVCCVlVr,
разлаживать (о семье)_171730.0,,,,,,,baχː'urutɬa,CVCVCVCCV,bVCVrVCCV,,,,,,,,,,,,,,,,
разлаживать_171721.0,,,,,,,baχː'oːrutɬa,CVCVCVCCV,bVCVrVCCV,,,,,,,,,,,,,,,,
разлаживать_171728.0,,,,,,,,,,,,,,,,,,,bitʃ''aːjɬʲa,CVCCVCCV,bVCCVjCV,,,,
разлаживаться_171739.0,,,,,,,buq'urutɬa,CVCVCVCCV,bVCVrVCCV,,,,,,,,,,,,,,,,
разлаживаться_171741.0,,,,,,,,,,,,,,,,,,,,,,tɬ''aɬidila,CCVCVCVCV,CCVCVCVlV,
разламывание_171750.0,,,,,,,,,,,,,,,,,,,,,,q'iqinar,CVCVCVC,CVCVnVr,
разламывать_171759.0,,,,,,,,,,,,,,,,baqiq'ana,CVCVCVCV,bVCVCVnV,qiqin'aːjɬʲa,CVCVCVCCV,CVCVnVjCV,qiq'inila,CVCVCVCV,CVCVnVlV,
разламываться_171769.0,,,,ʁ'ardataɬi,CVCCVCVCV,CVrCVCVCV,,,,,,,,,,,,,,,,,,,
разлениться_171779.0,,,,,,,,,,,,,,,,ħal'ixaɬla,CVCVCVCCV,CVlVCVClV,,,,,,,
разлепить_171787.0,,,,ʁard'aj,CVCCVC,CVrCVj,,,,,,,,,,,,,,,,,,,
разлепиться_171796.0,,,,ʁard'i,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,
разлетаться вдребезги_171811.0,,,,,,,tʃːatarabotɬː'urutɬa,CCVCVCVCVCCVCVCCV,CCVCVrVbVCCVrVCCV,,,,,,,,,,,,,,,,
разлетаться_171804.0,,,,,,,,,,,,,,,,,,,,,,ʃː'ajla,CVCCV,CVjlV,
разлив (реки)_171820.0,,,,,,,batʃʷ'e,CVCCV,bVCCV,,,,,,,,,,bˌatʃʷar,CVCCVC,bVCCVr,,,,
разлив (реки)_171822.0,,,,,,,,,,,,,,,,,,,,,,halh'alar,CVCCVCVC,CVlCVlVr,
разливательный_171832.0,,,,t'int'idiχ'ab,CVCCVCVCVC,CVnCVCVCVb,,,,,,,,,,,,,,,,,,,
разливать_171838.0,,,,,,,t'it'in'urutɬa,CVCVCVCVCCV,CVCVnVrVCCV,,,,,,,,,,,,,,,,
разливаться (о реке)_171863.0,,,,,,,,,,,,,,,,,,,batʃutʃ'iɬʲa,CVCCVCCVCV,bVCCVCCVCV,,,,
разливаться_171847.0,,,,,,,batʃ'urutɬa,CVCCVCVCCV,bVCCVrVCCV,ʃːard'i,CVCCV,CVrCV,,,,bˌaʃla,CVCCV,bVClV,,,,,,,
разливаться_171849.0,,,,,,,,,,,,,,,,,,,,,,tʃ''eːbeɬila,CCVCVCVCV,CCVbVCVlV,
различать_171865.0,m'inaraːɬa,CVCVCVCV,mVnVrVCV,,,,m'inadabeχurutɬa,CVCVCVCVCVCVCCV,mVnVCVbVCVrVCCV,,,,,,,,,,,,,,,,
различать_171869.0,,,,,,,,,,bat''aĩhi,CVCVVCV,bVCVVCV,,,,bat''ahla,CVCVCCV,bVCVClV,bat''ahiɬʲa,CVCVCVCV,bVCVCVCV,,,,
различение_171876.0,,,,,,,,,,,,,,,,,,,bat''ahar,CVCVCVC,bVCVCVr,bat''alhalar,CVCVCCVCVC,bVCVlCVlVr,
различие_171883.0,,,,,,,m'inadabeχe,CVCVCVCVCV,mVnVCVbVCV,,,,,,,,,,,,,,,,
различие_171884.0,,,,,,,,,,,,,bat'aɬir,CVCVCVC,bVCVCVr,,,,,,,,,,
различно_171893.0,,,,,,,,,,,,,bat'a,CVCV,bVCV,,,,,,,,,,
различный_171902.0,,,,,,,,,,,,,bat'a,CVCV,bVCV,,,,,,,,,,
разложить_171913.0,,,,masːasː'i,CVCVCV,mVCVCV,,,,,,,,,,,,,,,,,,,
разложиться_171922.0,,,,ʃanalak'uj,CVCVCVCVC,CVnVlVCVj,,,,,,,,,,,,,,,,,,,
разлом_171931.0,,,,ʁ'ardar,CVCCVC,CVrCVr,,,,,,,,,,,,,,,,,,,
разломать_171940.0,,,,ʁard'aj,CVCCVC,CVrCVj,,,,,,,,,,,,,,,,,,,
разломаться_171949.0,,,,ʁard'i,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,
разломиться_171958.0,,,,maqaq'i,CVCVCV,mVCVCV,,,,,,,,,,,,,,,,,,,
разлохматиться_171970.0,tɬː'atɬːamaχːʷaɬa,CCVCCVCVCVCV,CCVCCVmVCVCV,,,,,,,,,,,,,,,,,,,,,,
разлука_171976.0,,,,bat''aɬir,CVCVCVC,bVCVCVr,,,,,,,,,,,,,,,,,,,
разлучать_171985.0,,,,bat'aɬ'aj,CVCVCVC,bVCVCVj,,,,bat''aĩhi,CVCVVCV,bVCVVCV,,,,bat''ahla,CVCVCCV,bVCVClV,,,,,,,
разлюбить_171991.0,,,,,,,kit'aɬ'urutɬa,CVCVCVCVCCV,CVCVCVrVCCV,,,,,,,,,,,,,,,,
размазать_172003.0,,,,ʒuʒad'aj,CVCVCVC,CVCVCVj,,,,,,,,,,,,,,,,,,,
размазаться_172012.0,,,,ʒuʒad'i,CVCVCV,CVCVCV,,,,,,,,,,,,,,,,,,,
размазня_172021.0,,,,ʒ'uʒadir,CVCVCVC,CVCVCVr,,,,,,,,,,,,,,,,,,,
размазывание_172027.0,,,,,,,χːʷ'araje,CVCVCV,CVrVjV,,,,,,,,,,,,,,,,
размазывание_172029.0,,,,ʒ'uʒadar,CVCVCVC,CVCVCVr,,,,,,,,,,,,,,,,buʒ'uʒalar,CVCVCVCVC,bVCVCVlVr,
размазывать_172036.0,,,,,,,χːʷar'oːrutɬa,CVCVCVCCV,CVrVrVCCV,,,,,,,,,,,,,,,,
размазывать_172038.0,,,,ʒuʒad'aj,CVCVCVC,CVCVCVj,,,,ʒuʒ'abali,CVCVCVCV,CVCVbVlV,,,,luladaːla,CVCVCVCV,lVlVCVlV,,,,buʒuʒ'ajla,CVCVCVCCV,bVCVCVjlV,
размазываться_172048.0,,,,ʒuʒad'i,CVCVCV,CVCVCV,,,,ʒuʒab'i,CVCVCV,CVCVbV,,,,,,,,,,,,,
размазываться_172049.0,,,,,,,,,,,,,,,,lulaːla,CVCVCV,lVlVlV,,,,,,,
размариваться_172054.0,,,,,,,tabaɬ'urutɬa,CVCVCVCVCCV,CVbVCVrVCCV,,,,,,,,,,,,,,,,
разматывание_172065.0,,,,,,,,,,,,,,,,,,,,,,b'atʃʷar,CVCCVC,bVCCVr,
разматывать_172074.0,b'atʃʷaɬa,CVCCVCV,bVCCVCV,,,,,,,b'eʃtːali,CVCCVCV,bVCCVlV,,,,bˌaʃaʃla,CVCVCCV,bVCVClV,bˌatʃʷiɬʲa,CVCCVCV,bVCCVCV,b'atʃula,CVCCVCV,bVCCVlV,
разматываться_172083.0,,,,,,,,,,,,,,,,bˌaʃaʃla,CVCVCCV,bVCVClV,bˌatʃʷiɬʲa,CVCCVCV,bVCCVCV,b'atʃula,CVCCVCV,bVCCVlV,
разматываться_172086.0,,,,,,,,,,beʃtː'i,CVCCV,bVCCV,,,,,,,,,,,,,
размах_172091.0,,,,,,,,,,,,,ʁulatʃi,CVCVCCV,CVlVCCV,,,,,,,,,,
размах_172093.0,,,,ʃ'amdir,CVCCVC,CVmCVr,,,,,,,,,,,,,,,,,,,
размахаться_172102.0,,,,tɬ''anelaɬi,CCVCVCVCV,CCVnVlVCV,,,,,,,,,,,,,,,,,,,
размахивание_172108.0,,,,,,,xːʷ'at'at'e,CVCVCV,CVCVCV,,,,,,,,,,,,,,,,
размахивание_172109.0,,,,,,,,,,,,,xurxuri,CVCCVCV,CVrCVrV,,,,ʃaʃan'ar,CVCVCVC,CVCVnVr,ʃ'aʃanar,CVCVCVC,CVCVnVr,
размахивать_172117.0,,,,,,,xːʷ'at'at'urutɬa,CVCVCVCVCCV,CVCVCVrVCCV,,,,pajʃdu,CVCCCV,CVjCCV,,,,,,,,,,
размахивать_172120.0,,,,ʃamʃamdilaɬ'i,CVCCVCCVCVCV,CVmCVmCVlVCV,,,,,,,,,,,,,,,,,,,
размахивать_172123.0,xʷaʕaʕ'aːɬa,CVCVCVCV,CVCVCVCV,,,,,,,,,,,,,,,,ʃ'aʃãːjɬʲa,CVCVCCV,CVCVjCV,,,,
размахнуть_172127.0,,,,,,,,,,,,,xwahunnu,CCVCVCCV,CwVCVnnV,,,,,,,,,,
размахнуться_172136.0,,,,,,,,,,,,,xwahunnu,CCVCVCCV,CwVCVnnV,,,,,,,,,,
размачивать_172145.0,,,,,,,,,,,,,ʁabʁinnu,CVCCVCCV,CVbCVnnV,,,,,,,,,,
размельчать_172154.0,,,,qur'i,CVCV,CVrV,,,,,,,qurunnu,CVCVCCV,CVrVnnV,,,,,,,,,,
размельчение_172162.0,,,,,,,k'ːan'araje,CVCVCVCV,CVnVrVjV,,,,,,,,,,,,,,,,
размельчение_172169.0,,,,,,,,,,,,,,,,,,,b'iɬːãr,CVCVC,bVCVr,,,,
размельчить_172174.0,,,,biʔin'aj,CVCVCVC,bVCVnVj,,,,,,,,,,,,,,,,,,,
размен_172180.0,,,,,,,baχːaj'e,CVCVCV,bVCVjV,,,,,,,,,,,,,,,,1.0
разменивать (деньги)_172189.0,,,,,,,baχː'oːrutɬa,CVCVCVCCV,bVCVrVCCV,,,,,,,,,,,,,,,,
разменный_172198.0,,,,,,,baχː'aːdabe,CVCVCVCV,bVCVCVbV,,,,,,,,,,,,,,,,
разменять_172210.0,,,,biχː'aj,CVCVC,bVCVj,,,,,,,,,,,,,,,,,,,
размер_172219.0,,,,ruts'en,CVCVC,rVCVn,,,,,,,,,,,,,,,,,,,
размерить_172228.0,,,,m'asasa'i,CVCVCVV,mVCVCVV,,,,,,,,,,,,,,,,,,,
размесить_172237.0,,,,k'ːʷard'i,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,
разместить_172246.0,,,,mitɬ''aj,CVCCVC,mVCCVj,,,,,,,,,,,,,,,,,,,
разметать_172255.0,,,,burbud'aj,CVCCVCVC,bVrbVCVj,,,,,,,,,,,,,,,,,,,
размешанный_172264.0,,,,biʁ'ajmalab,CVCVCCVCVC,bVCVjmVlVb,,,,,,,,,,,,,,,,,,,
размешиваемый_172273.0,,,,biʁ'ajχab,CVCVCCVC,bVCVjCVb,,,,,,,,,,,,,,,,,,,
разминание_172279.0,,,,,,,itʃ'ʷale,VCCVCV,VCCVlV,,,,,,,,,,,,,,,,
разминание_172281.0,,,,b'ak'ʷaʃːir,CVCVCVC,bVCVCVr,,,,,,,,,,,,,,,,bek'ʷ'aʃːar,CVCVCVC,bVCVCVr,
разминание_172286.0,,,,,,,,,,,,,,,,,,,tɬitɬ'ar,CCVCCVC,CCVCCVr,,,,
разминать_172288.0,ʒik'ː'aːɬa,CVCVCV,CVCVCV,,,,itʃ'ː'urutɬa,VCCVCVCCV,VCCVrVCCV,,,,,,,,,,,,,,,,
разминать_172289.0,,,,,,,,,,,,,k'ok'unnu,CVCVCCV,CVCVnnV,,,,,,,,,,
разминать_172290.0,,,,bak'ʷaʃː'i,CVCVCV,bVCVCV,,,,,,,,,,,,,,,,bek'ʷ'aʃːila,CVCVCVCV,bVCVCVlV,
разминка_172300.0,,,,k''ok'ar,CVCVC,CVCVr,,,,,,,,,,,,,,,,,,,
разминуться_172309.0,,,,tsew'udatsew,CVCVCVCVC,CVwVCVCVw,,,,,,,,,,,,,,,,,,,
размножаться_172317.0,,,,,,,,,,,,,,,,,,,iɬ'iɬiɬʲa,VCVCVCV,VCVCVCV,elhihila,VCCVCVCV,VlCVCVlV,
размножаться_172319.0,,,,,,,,,,,,,,,,bˌaʃla,CVCCV,bVClV,,,,,,,
размножение_172324.0,,,,,,,boʁoraje,CVCVCVCV,bVCVrVjV,,,,,,,,,,,,,,,,
размножение_172326.0,,,,,,,,,,,,,,,,,,,,,,dʒãɡʷ'eːr,CCVCVC,CCVCVr,
размножение_172331.0,,,,,,,,,,,,,,,,,,,q'ah'arihar,CVCVCVCVC,CVCVrVCVr,,,,1.0
размножить_172336.0,,,,ih'i,VCV,VCV,,,,,,,,,,,,,,,,,,,
размол_172343.0,,,,,,,,,,,,,iχoqir,VCVCVC,VCVCVr,,,,,,,,,,
размолвка_172352.0,,,,,,,,,,,,,biχonχirt'i,CVCVCCVCCV,bVCVnCVrCV,,,,,,,,,,
размораживание_172360.0,,,,,,,m'iħaje,CVCVCV,mVCVjV,,,,,,,,,,,,,,,,
размораживание_172362.0,,,,m'etar,CVCVC,mVCVr,,,,,,,,,,,,,bits''alar,CVCVCVC,bVCVlVr,bits''alar,CVCVCVC,bVCVlVr,
размораживать_172369.0,bits''aːɬa,CVCVCV,bVCVCV,bits''aj,CVCVC,bVCVj,miħ'oːnutɬa,CVCVCVCCV,mVCVnVCCV,b'its'ali,CVCVCV,bVCVlV,,,,,,,bits''aːjɬʲa,CVCVCCV,bVCVjCV,bits''ajla,CVCVCCV,bVCVjlV,
размораживаться_172381.0,,,,met'i,CVCV,mVCV,,,,,,,,,,,,,,,,,,,
разморить_172390.0,,,,tʃ'amutʃ''aj,CCVCVCCVC,CCVmVCCVj,,,,,,,,,,,,,,,,,,,
размориться (от духоты)_172411.0,tabaɬ'aɬa,CVCVCVCV,CVbVCVCV,,,,,,,,,,,,,,,,,,,,,,
размориться_172399.0,,,,tʃ'amutʃ''i,CCVCVCCV,CCVmVCCV,,,,,,,,,,,,,,,,,,,
размотка_172416.0,,,,,,,,,,,,,,,,,,,bˌatʃʷar,CVCCVC,bVCCVr,b'atʃʷar,CVCCVC,bVCCVr,
размыв_172425.0,,,,,,,,,,,,,,,,,,,bˌuχːãr,CVCVC,bVCVr,b'uχːan,CVCVC,bVCVn,
размывать_172434.0,,,,,,,,,,,,,,,,bˌuχːna,CVCCV,bVCnV,bˌuχːĩɬʲa,CVCVCV,bVCVCV,b'uχːuna,CVCVCV,bVCVnV,
размываться_172447.0,ʁab'uʁaɬa,CVCVCVCV,CVbVCVCV,,,,,,,,,,,,,,,,,,,,,,
размыкание_172457.0,,,,,,,,,,,,,,,,,,,bˌutalar,CVCVCVC,bVCVlVr,,,,
размыкать_172466.0,,,,,,,,,,,,,,,,,,,b'utaːjɬʲa,CVCVCCV,bVCVjCV,,,,
размыкаться_172472.0,,,,,,,,,,,,,,,,bˌaʃaʃla,CVCVCCV,bVCVClV,bˌatʃʷiɬʲa,CVCCVCV,bVCCVCV,,,,
размычка_172484.0,,,,,,,,,,,,,,,,,,,b'utar,CVCVC,bVCVr,,,,
размышление_172486.0,ħis'ab,CVCVC,CVCVb,ħis'ab,CVCVC,CVCVb,ħis'a,CVCV,CVCV,ħis'ab,CVCVC,CVCVb,,,,ħisab,CVCVC,CVCVb,ħis'ab,CVCVC,CVCVb,ħis'ab,CVCVC,CVCVb,1.0
размышление_172487.0,,,,,,,,,,,,,pikru,CVCCV,CVCrV,,,,,,,,,,1.0
размышлять_172495.0,,,,,,,uʁiloːrutɬa,VCVCVCVCCV,VCVlVrVCCV,,,,,,,,,,,,,,,,
размышлять_172497.0,,,,,,,,,,,,,,,,,,,,,,ħis'abdʒiːla,CVCVCCCVCV,CVCVbCCVlV,
размягчать_172504.0,,,,,,,dom'unutɬa,CVCVCVCCV,CVmVnVCCV,,,,,,,χoχalhula,CVCVCCVCV,CVCVlCVlV,χoχolhiɬʲa,CVCVCCVCV,CVCVlCVCV,tɬ'ʷ'ajla,CCVCCV,CCVjlV,
размягчать_172507.0,,,,hun'aj,CVCVC,CVnVj,,,,,,,,,,,,,,,,,,,
размягчать_172509.0,,,,,,,,,,tam'aχ,CVCVC,CVmVC,,,,,,,,,,,,,
размягчаться_172513.0,,,,,,,tabaɬ'urutɬa,CVCVCVCVCCV,CVbVCVrVCCV,,,,,,,,,,χːˌat'iɬiɬʲa,CVCVCVCV,CVCVCVCV,,,,
размягчение_172522.0,,,,,,,t'abaraje,CVCVCVCV,CVbVrVjV,,,,,,,,,,,,,,,,
размягчение_172524.0,,,,,,,,,,,,,,,,,,,,,,tɬ'ʷatɬ'ʷ'adar,CCVCCVCVC,CCVCCVCVr,
размягчение_172525.0,,,,h'unar,CVCVC,CVnVr,,,,,,,,,,,,,,,,,,,
размягчение_172529.0,,,,,,,,,,,,,,,,,,,χoχolhar,CVCVCCVC,CVCVlCVr,,,,
размягчить_172535.0,,,,,,,,,,,,,,,,tʃ''itʃ'iːna,CCVCCVCV,CCVCCVnV,,,,,,,
размякать_172544.0,,,,,,,,,,,,,,,,ʃark'ʷaːna,CVCCVCV,CVrCVnV,,,,,,,
размякать_172547.0,,,,,,,,,,,,,,,,,,,t'abaɬiɬʲa,CVCVCVCV,CVbVCVCV,,,,
размять_172550.0,,,,,,,,,,,,,lilabʃdu,CVCVCCCV,lVlVbCCV,,,,,,,,,,
разнежиться_172561.0,,,,ħalixat'i,CVCVCVCV,CVlVCVCV,,,,,,,,,,,,,,,,,,,
разнести_172570.0,,,,muʁaʁ'aj,CVCVCVC,mVCVCVj,,,,,,,,,,,,,,,,,,,
разнимать (дерущихся)_172591.0,b'utʃ'ãːɬa,CVCCVCV,bVCCVCV,,,,,,,,,,,,,,,,bat''ahiɬʲa,CVCVCVCV,bVCVCVCV,,,,
разнимать_172576.0,,,,,,,butʃ''oːrutɬa,CVCCVCVCCV,bVCCVrVCCV,,,,,,,butʃ''ana,CVCCVCV,bVCCVnV,b'uts'aːjɬʲa,CVCVCCV,bVCVjCV,,,,
разница_172594.0,,,,bat'aɬir,CVCVCVC,bVCVCVr,b'ahaɬe,CVCVCV,bVCVCV,bat''aɬi,CVCVCV,bVCVCV,bat'aɬir,CVCVCVC,bVCVCVr,bat''aɬi,CVCVCV,bVCVCV,bat''aɬar,CVCVCVC,bVCVCVr,bat''alhar,CVCVCCVC,bVCVlCVr,
разница_172600.0,m'inarɬer,CVCVCCVC,mVnVrCVr,,,,,,,,,,,,,,,,,,,,,,
разновидность абрикоса_172606.0,,,,tʃam'astakiɬir'uʃa,CCVCVCCVCVCVCVCV,CCVmVCCVCVCVrVCV,,,,,,,,,,,,,,,,,,,
разновидность ада_172614.0,,,,,,,,,,,,,,,,,,,,,,dʒaħ'im,CCVCVC,CCVCVm,
разновидность дикорастущего растения_172624.0,,,,ʃːamʃːat'a,CVCCVCV,CVmCVCV,,,,,,,,,,,,,,,,,,,
разновидность женского головного убора-повязки_172633.0,,,,k'amarak''aʃta,CVCVCVCVCCV,CVmVrVCVCCV,,,,,,,,,,,,,,,,,,,
разновидность птиц_172639.0,,,,,,,q'ːʷamara,CVCVCV,CVmVrV,,,,,,,,,,,,,,,,
разновидность рая_172650.0,,,,,,,,,,,,,,,,,,,,,,pird'aws,CVCCVCC,CVrCVwC,1.0
разногласие_172659.0,,,,,,,,,,,,,,,,,,,,,,χil'ap,CVCVC,CVlVC,1.0
разнообразный_172673.0,,,,,,,,,,,,,,,,,,,bat'ibaq'eːb,CVCVCVCVC,bVCVbVCVb,,,,
разносить в пух и прах_172684.0,,,,,,,tʃːataraɡ'urutɬa,CCVCVCVCVCVCCV,CCVCVrVCVrVCCV,,,,,,,,,,,,,,,,
разносить_172675.0,,,,,,,tʃːataraɡ'urutɬa,CCVCVCVCVCVCCV,CCVCVrVCVrVCCV,,,,,,,,,,,,,,,,
разноцветный_172700.0,,,,,,,,,,,,,,,,,,,ʁatʃ''ub,CVCCVC,CVCCVb,,,,
разный_172702.0,,,,bat''ebat'eːb,CVCVCVCVC,bVCVbVCVb,b'ahabahadabe,CVCVCVCVCVCV,bVCVbVCVCVbV,bat''ibat''ijab,CVCVCVCVCVC,bVCVbVCVjVb,,,,bat''ibat'eːb,CVCVCVCVC,bVCVbVCVb,bat'ibat''eːb,CVCVCVCVC,bVCVbVCVb,bat'ibat''eːsː,CVCVCVCVC,bVCVbVCVC,
разный_172708.0,min'aminarob,CVCVCVCVCVC,mVnVmVnVrVb,,,,,,,,,,,,,,,,,,,,,,
разнять_172712.0,,,,,,,,,,,,,bat'ajdu,CVCVCCV,bVCVjCV,,,,,,,,,,
разоблачать_172726.0,sur'aːɬa,CVCVCV,CVrVCV,,,,,,,,,,,,,,,,,,,,,,
разоблачение_172729.0,,,,,,,tɬ''ataje,CCVCVCV,CCVCVjV,,,,,,,,,,at'alaratʷ'alar,VCVCVCVCVCVC,VCVlVrVCVlVr,,,,
разобранный_172741.0,,,,barχː'ab,CVCCVC,bVrCVb,,,,,,,,,,,,,,,,,,,
разобрать_172749.0,,,,,,,,,,,,,,,,,,,,,,baχː'eːla,CVCVCV,bVCVlV,
разобрать_172750.0,,,,q'abdaj,CVCCVC,CVbCVj,,,,,,,,,,,,,,,,,,,
разобраться_172759.0,,,,bitʃ'tʃ'i,CVCCCCV,bVCCCCV,,,,,,,,,,,,,,,,,,,
разогнать_172768.0,,,,riχː'aj,CVCVC,rVCVj,,,,,,,,,,,,,,,,,,,
разогнуть_172777.0,,,,bit''aj,CVCVC,bVCVj,,,,,,,,,,,,,,,,,,,
разогревание_172790.0,,,,,,,,,,,,,,,,,,,ts'aq'ʷ'alar,CVCVCVC,CVCVlVr,,,,
разогревать_172794.0,,,,,,,,,,,,,,,,,,,ts'aq'ʷ'aːjɬʲa,CVCVCCV,CVCVjCV,ts'ah'ajla,CVCVCCV,CVCVjlV,
разогреваться_172803.0,,,,,,,,,,,,,,,,,,,ts'ˌaq'ʷiɬʲa,CVCVCV,CVCVCV,ts''ahila,CVCVCV,CVCVlV,
разодеться_172813.0,,,,q'ajd'i,CVCCV,CVjCV,,,,,,,,,,,,,,,,,,,
разозлить_172821.0,,,,,,,,,,,,,,,,,,,baɬab'aːjɬʲa,CVCVCVCCV,bVCVbVjCV,sːimb'aqidajla,CVCCVCVCVCCV,CVmbVCVCVjlV,
разозлиться_172830.0,,,,,,,,,,,,,,,,,,,,,,sːimb'aqidila,CVCCVCVCVCV,CVmbVCVCVlV,
разойтись_172840.0,,,,riχːaχː'i,CVCVCV,rVCVCV,,,,,,,,,,,,,,,,,,,
разом_172849.0,,,,anʃː'ida,VCCVCV,VnCVCV,,,,,,,,,,qaʃːtiːd,CVCCVC,CVCCVC,,,,,,,
разораться_172858.0,,,,ʕajelaɬ'i,CVCVCVCV,CVjVlVCV,,,,,,,,,,,,,,,,,,,1.0
разорвал_172865.0,,,,,,,,,,,,,t'iri,CVCV,CVrV,,,,,,,,,,
